id	text
img_2_0104	converting your slides into an MP3 for emergency playback.
img_2_0105	That moment when the entrepreneur challenge begins and the first task is to create a viral TikTok for Lord Sugar.
img_2_0106	"my last desperate prayer: ""To Cash Flow!"""
img_2_0107	than the actual money in the Bermuda Triangle.
img_2_0108	Okay, that's the end of our free trial. YOU'RE CUT OFF!
img_2_0109	a 'GOP Budget Cuts' Bullshit Detector, firmly on 'Major BS'.
img_2_0110	lost in the woods with a co-worker who only cares about where the coffee is.
img_2_0111	why your accountant looks like this.
img_2_0112	not having to worry about that trust fund for at least another 25 years!
img_2_0113	...how many of our website visitors are actually just my mom trying to figure out how to reset her password.
img_2_0114	...they're a chill owl and you're interrupting their photosynthesis session.
img_2_0115	how 2 + 2 always equals 'pending reimbursement'.
img_2_0116	barrel replacements.
img_2_0117	Trying to file an insurance claim like it's not on fire but they're asking for a DNA sample from the smoke.
img_2_0118	the upside-down idea.
img_2_0119	pizza delivery until Super Bowl 2025.
img_2_0120	When you accidentally bring karaoke to the office party and suddenly everyone's a superstar in their own cubicle.
img_2_0121	When the team is brainstorming but the only ideas involve more zebra print and calling the CEO.
img_2_0122	the stock photo model in your template, who's seen this pitch a thousand times.
img_2_0123	a few sad crumbs.
img_2_0124	found your smart speaker had emptied your 401k to buy NFTs of cats.
img_2_0125	whether your hands smell like regret or just the stale coffee from this morning.
img_2_0126	When someone mentions the stock market and you immediately start thinking about STONKS.
img_2_0127	Me walking into a bank like I'm about to **ask them to be my money fairy.**
img_2_0128	...that my bank account just shed its last red tear.
img_2_0129	leaving a green handprint on the inside of the cookie jar.
img_2_0130	KRAFTKAMP COMPETITION IS COMING, and these bags are just an advanced farmer's walk!
img_2_0131	how much sitting you'd be doing.
img_2_0132	When you open your gym locker only to discover your missing socks are... In a locker.
img_2_0133	When you realize your healthy cooking lacks flavor because you forgot the **'extra' in Extra Virgin Olive Oil**.
img_2_0134	you realize the elementary schoolers are more in sync than your left and right foot combined.
img_2_0135	Attempting a new yoga pose and ending up straight into a premature savasana.
img_2_0136	"my smartwatch already logged ""STEPS 0"" and I hadn't even changed out of my pajamas."
img_2_0137	"take ""left"" as a suggestion to get intimately acquainted with the floor."
img_2_0138	my jump rope routine looks like I'm trying to get over a very slow, invisible puddle.
img_2_0139	"the smoothie heard ""WHO WANTS A SMOOTHIE?"" and answered, ""I DO!"""
img_2_0140	my invincibility ran out of traction.
img_2_0141	...it's probably the Abominable Snowman after his cut.
img_2_0142	...are straight outta Alpha... *literally*.
img_2_0143	my willpower just needed one little push.
img_2_0144	Doing an outdoor workout and the weather changes to a flash flood warning... for my forearms.
img_2_0145	...I'm just doing what the 'Just Do It' sign told me!
img_2_0146	"At the health retreat, embracing your inner zen until this ""anti-aging"" eye gel packaging gave me new stress wrinkles."
img_2_0147	Pedaling away on the exercise bike, pretending you're finally catching that laser dot.
img_2_0148	pointing out the other team's terrible performance.
img_2_0149	Conquering the rock climbing wall like a pro, but then my forearms decided to clock out for the day.
img_2_0150	Counting swimming laps is easy until you see a periscope doing laps.
img_2_0151	a collapsed, fluffy ottoman.
img_2_0152	Trying to look cool on a treadmill but then you transition seamlessly to a floor workout.
img_2_0153	When you're at the world's biggest fitness festival and all you can think about is **the fastest route to the nearest donut shop.**
img_2_0154	Cheerleading tryouts be like: bring it on or I'll just close my good eye.
img_2_0155	the whole jar of Nutella with a spoon.
img_2_0156	The weightlifting attempt goes wrong when you suddenly remember you left the stove on.
img_2_0157	That moment in Pilates when you realize your biggest struggle is actually **pretending this is relaxing.**
img_2_0158	doing any of it in this suit.
img_2_0159	"When your stretching routine feels more like a game of Twister than a workout because **you're pretty sure the spinner just called ""right hand, 20lb dumbbell!""**"
img_2_0160	how perfectly chilled your emotional support water bottle is.
img_2_0161	"the new ""Call on Me"" remake."
img_2_0162	they confused hitting the beat with hitting their opponent.
img_2_0163	When you're on a group hike and someone starts talking about their obsession with **Bigfoot sightings**, and you're just trying to get your kids some fresh air.
img_2_0164	choreographing the Super Bowl halftime show.
img_2_0165	Attempting a home workout but ending up in Shavasana after only three reps.
img_2_0166	When your fitness coach gives you a pep talk that sounds like **a therapist trying to get my hips to open up about their childhood trauma.**
img_2_0167	If I can survive **another morning without pancakes and sex**, I can definitely run a marathon.
img_2_0168	the emotional support needed for your salad.
img_2_0169	When you thought spin class was a breeze, but then you realize the warm-up just ended.
img_2_0170	When the dance break hits just right and suddenly you're the main character in **the jungle's most anticipated comeback tour.**
img_2_0171	Pretty sure that bag just quit.
img_2_0172	Trying a new recipe for cooking prep be like, let's see what happens when I mix **my post-gym recovery with tonight's dinner.**
img_2_0173	When you and your workout buddy realize you're more focused on **the treat you were promised** than actually working out.
img_2_0174	a cheeseburger bigger than that dog.
img_2_0175	the caterpillar is flying... and you're still losing to the turtle.
img_2_0176	you find yourself hissing at the Downward Dog next to you.
img_2_0177	you took the 'chest fly' exercise a little too literally.
img_2_0178	"...the dramatic reveal is just ""Look what I did"" to the budget."
img_2_0179	Otis, because his uniform literally says 'HEAVY'.
img_2_0180	the 'nailed it!' joke after every single hammer swing.
img_2_0181	"""I just fixed that material bug!"""
img_2_0182	Me trying to figure out plumbing like it's a puzzle and I'm pretty sure one of these pieces is metric.
img_2_0183	When you think you understand electrical work and then you discover the 'flight' setting.
img_2_0184	Window installation never goes smoothly because who knew a wall could be so absolutely packed with vital organs?
img_2_0185	"Every time I handle sheetrock, it feels like I'm battling **the very thing Lewis Capaldi was singing about when he said, ""Every day is a struggle.""**"
img_2_0186	a mud wrestling tournament
img_2_0187	a Hallmark movie, and they're about to fall in love over an unforeseen structural issue.
img_2_0188	My toolshed is so cluttered, even Waldo couldn't find anything in here.
img_2_0189	a giant, slow-motion game of vehicular Twister.
img_2_0190	Construction project delayed again because someone forgot **the actual house.**
img_2_0191	...we still get paid for this.
img_2_0192	"Me realizing my measuring mistake and thinking ""I'm starting to think 'measure twice, cut once' implies a *straight* measure."""
img_2_0193	"you thought ""pressure-treated"" meant it was designed for maximum structural drama."
img_2_0194	a CVS receipt.
img_2_0195	...it's much better at 'spotting' changes than Gary.
img_2_0196	When your power tool collection makes you feel like you can finally fix the tiny screw on your glasses.
img_2_0197	Trying to look stylish in safety gear is like trying to look cool, then immediately proving you need it.
img_2_0198	...they forgot to add the milk to their gravel-Os.
img_2_0199	When the jackhammer creates so much chaos that this intersection looks like a perfectly choreographed dance.
img_2_0200	dance like no one's watching.
img_2_0201	... 'You are loads of fun!' and a full dump truck.
img_2_0202	...you realize Al's already reaching for the fire extinguisher.
img_2_0203	"When you’re passionate about construction but you take ""nailing it"" a little too literally."
img_2_0204	your blood is the same exact shade as the mud.
img_2_0205	honeycomb texture on my face.
img_2_0206	...Dusty Baker was put in charge of the cleanup.
img_2_0207	Ready to go hard with the chainsaw but then it's more like a comedy when the only thing getting fired up is *you*.
img_2_0208	your smart home system started playing their questionable yacht rock playlist.
img_2_0209	giving a bird a literal window of opportunity.
img_2_0210	you accidentally tilled the sky.
img_2_0211	the weight decided you needed a new routine.
img_2_0212	the wall apparently got the memo a little late.
img_2_0213	"your Mjolnir has a ""return to sender"" setting that prioritizes the nearest wall."
img_2_0214	When you're in a construction zone and the only thing built is the anticipation for that bubble to finally settle.
img_2_0215	Welding isn't dangerous, unless you mistake the spark for John's fabulous sparkle.
img_2_0216	"an infinite loop of ""Fail."""
img_2_0217	Cement mixing is all about consistency... unless you're making **Quikrete**, then it's about hardening before you're consistent.
img_2_0218	a self-portrait
img_2_0219	make my *dress* need support.
img_2_0220	Bricklaying should be easy... until you're trying to balance the whole damn wall.
img_2_0221	you're considering the structural integrity of your flip-flop.
img_2_0222	I sprayed Flex Seal, and the gutter sealed itself right out of the frame.
img_2_0223	When you think the plumber is fixing your pipes but they're actually trying to win a Nobel Prize in water chemistry.
img_2_0224	"At a construction site, there's always that one guy with a helmet who looks ready to yell ""HEADS UP!"" at a passing fly."
img_2_0225	Rush hour is like living in a real-life version of constantly asking everyone, 'Do you understand the words that are coming out of my mouth?'
img_2_0226	Offroad adventures aren't complete without at least one moment of **a surprise mud facial for the car following too closely.**
img_2_0227	discover a shortcut we'll never remember again.
img_2_0228	a spontaneous skydiving lesson.
img_2_0229	You know it's a street festival when someone shows up dressed as a giant pasty, and you can't tell if it's a costume or they just haven't seen the sun in a while.
img_2_0230	a bewildered fish, and your destination was a drive-thru.
img_2_0231	…because I was stuck long enough to review it frame by excruciating frame.
img_2_0232	Parking garages: where every scratch is a secret memo about **that pillar getting just a *little* too close.**
img_2_0233	your muffler trying to make a break for it.
img_2_0234	...something you can't drive home.
img_2_0235	Walking into a car dealership and suddenly feeling like you've become an expert in **the optimal escape velocity from a car salesman's handshake.**
img_2_0236	Standing at the subway station like you're eagerly waiting for **this loading animation to finally get to the train part.**
img_2_0237	The Upside-Down Blues Band.
img_2_0238	When you're proud of the trailer hitch on your car but it ends up being used as the anchor for your rolling junk pile.
img_2_0239	Trying to parallel park a pickup truck like trying to fit the entire Fourth of July parade into a tiny box.
img_2_0240	the one spot my wiper always misses.
img_2_0241	When you tell your friends to buckle up for a surprise and then reveal it's just waiting for your drive-thru order.
img_2_0242	the airbag insisting on a full facial.
img_2_0243	actual responsibilities.
img_2_0244	...exactly why 91Bs exist.
img_2_0245	When you stop at a scenic overlook and realize the best part of the view is actually how good the golden hour light makes your hair look.
img_2_0246	bag of fish food.
img_2_0247	Calling roadside assistance and praying they don't ask how you managed to wage a revolutionary war against the valve stem.
img_2_0248	"...that high note was actually an ""OKURRR."""
img_2_0249	...I'm still in the car!
img_2_0250	the Declaration of Independence.
img_2_0251	your flight plan... and just decided to wing it.
img_2_0252	feel your face doing its best Chris Farley impression.
img_2_0253	...I remembered I left my juice box on the porch.
img_2_0254	a truckload of donut-shaped tease.
img_2_0255	It's race day and I'm pumped up, but then I realized the real competition was a dance-off.
img_2_0256	Waiting at a pedestrian crossing like I'm still buffering.
img_2_0257	When you're at the fuel pump and see the price, suddenly your bicycle starts looking really sporty.
img_2_0258	roll up your windows.
img_2_0259	In the fast lane of life and suddenly I'm having to pretend this is hard.
img_2_0260	"Standing in the taxi queue for hours just to hear the driver say, ""Looks like you could've walked."""
img_2_0261	"Nothing like a boat launch fail to remind you that some people don't get to ""see you Monday"" without a major splash."
img_2_0262	Every time there's a flight delay, I just know it's because **the official reason is a cover-up, but if you do your own research, you'll see the truth about the cabin's electromagnetic fields.**
img_2_0263	...she's been stuck in 'I'M PULLING UP' for the last ten minutes.
img_2_0264	When you realize the bike lane is actually shorter because it's already full of pedestrians.
img_2_0265	"being told ""that train only runs in one direction"" when you're staring at 15 different platforms."
img_2_0266	turns passengers into human bobbleheads.
img_2_0267	That feeling when you're stuck in a traffic jam and the car next to you is **clearly using the 'noclip' cheat.**
img_2_0268	Pulling up to the gas station like 'Let's hope they don't have a 'no outside food or beverages' policy.'
img_2_0269	My reaction when there's one parking spot left but the driver just... gives up.
img_2_0270	Waiting at the bus stop always feels like an Olympic event for synchronized napping.
img_2_0271	tilt your head like a confused dog.
img_2_0272	I wear this better when I'm enforcing my personal bubble.
img_2_0273	When you think your outfit is Met Gala-ready but it's really just your resort karaoke outfit.
img_2_0274	just wearing what I'm wearing right now.
img_2_0275	When you do a wardrobe switch and suddenly feel like you've been short-changed by your shirt.
img_2_0276	Rocking body positivity so hard you make everyone else question gravity.
img_2_0277	"...if Ryan Reynolds' sweatpants are considered ""borrowed chic."""
img_2_0278	When your stylist surprises you with a look that makes you feel like you're starring in *The Mutilator*, and your hair was the first victim.
img_2_0279	When you plan an elegant reveal but it turns out more like a magician struggling with an uncooperative rabbit.
img_2_0280	you've achieved galaxy-level coverage.
img_2_0281	When your street style is more like street **wipeout**.
img_2_0282	had a mini-standoff with the glass door.
img_2_0283	...sunglasses straight out of a Kinder Surprise.
img_2_0284	"Trying to pull off a retro look but end up looking like **the ""Old"" in Old Navy.**"
img_2_0285	"your own outfit is screaming ""MIS-MATCH!"""
img_2_0286	"When I'm trying to fashion critique but my face just says **""My brain has left the building.""**"
img_2_0287	Backstage at a model show and the chaos feels like trying to parallel park a dozen angels.
img_2_0288	When your beauty routine is more complicated than solving a Rubik's Cube.
img_2_0289	a flash-in-the-pan trend.
img_2_0290	"Trying to dress for the seasonal transition like your outfit is begging, ""Don't think of *me* as the transition guy."""
img_2_0291	...**every day is a struggle** to prevent the whole thing from coming apart at the seams.
img_2_0292	"the bus, and they're yelling ""MOVE THAT BUS!"""
img_2_0293	...and the dress just went from 'fit' to 'fight.'
img_2_0294	When you're the trend setter and suddenly everyone is wearing **their 'Top 0.9% globally for Tech Influence' badge.**
img_2_0295	Found a vintage thrift piece that makes me feel like I'm from **second-hand clothes**.
img_2_0296	make Simon Cowell look like he forgot his insult.
img_2_0297	a very dramatic bedsheet.
img_2_0298	what I'll be wearing on the apology tour.
img_2_0299	When the bridesmaid zips her dress and it's instantly clear who the main character is.
img_2_0300	That moment your makeup bag explodes and you look like **you lost a fight with a bucket of foundation.**
img_2_0301	kicking up a dust storm.
img_2_0302	"...needing someone to manually arrange your ""candid"" arm."
img_2_0303	"are actually pulling your ear off!"""
img_2_0304	the actual game.
img_2_0305	When your new hairstyle has everyone wondering if you're auditioning for a shampoo commercial.
img_2_0306	a full cart and the blissful ignorance of what that one thing even was.
img_2_0307	your own stilts.
img_2_0308	you get pied.
img_2_0309	...your runway outfit, and you're pretty sure you left your 10mm socket back at the shop.
img_2_0310	The feeling when your haircut looks nothing like the photo, and everything like a freshly brushed pom-pom.
img_2_0311	When you think your makeup is on point but one part is a connect-the-dots.
img_2_0312	Me trying to enjoy a peaceful night under the harvest moon but this fish thinks my green bar is a trampoline.
img_2_0313	When life turns into a water park because your street is the new lazy river and your commute is the log flume.
img_2_0314	When the earthquake tremors start, and everyone grabs onto the nearest sturdy object, Lil Pudgy just grabs his ears and enjoys the free massage.
img_2_0315	Mother May I, but Mother Nature always says 'maybe.'
img_2_0316	"Chris Martin serenading you with ""Shelter from the Storm."""
img_2_0317	an exasperated full-body shiver.
img_2_0318	living in your city's permanent sepia filter.
img_2_0319	a paddle.
img_2_0320	...Frontline takes the win!
img_2_0321	Wildfire smoke made the sky look like a giant glass of lukewarm Tang.
img_2_0322	"...Lemongrab's sense of what's acceptable."""
img_2_0323	he just doesn't understand the concept of 'personal space'.
img_2_0324	check if it's plugged in.
img_2_0325	When a stormy night feels just like the plot of a horror movie, you start spinning in place, hoping to Psycho Crusher your way out of it.
img_2_0326	my headphones are a forcefield of pure denial.
img_2_0327	check Google Maps for the nearest hot cocoa.
img_2_0328	your epic roar just says 'THIS CONTENT IS NOT AVAILABLE'.
img_2_0329	When fall foliage is so beautiful you almost forget they're all headed straight for your lawn.
img_2_0330	docking your boat, and it's decided to dock right in your living room.
img_2_0331	If monsoon season has taught me anything, it's that everyone's just a brightly colored, slightly tipsy mushroom trying to get to work.
img_2_0332	When you try to leave the house during an ice storm but your porch demands an impromptu figure skating routine.
img_2_0333	...sometimes you just have to throw your hands up and go with the flow.
img_2_0334	When the avalanche alert goes off, I immediately think about @Pia's new Instagram post, because that notification isn't going to check itself.
img_2_0335	"""Getting caught in a dust storm is like experiencing the world's biggest cat litter box."""
img_2_0336	After the tornado devastation, finding my stuff feels like playing **fifty-two pickup with everything I own.**
img_2_0337	...to assume God just took a really bright selfie.
img_2_0338	At the sunny beach, nothing matters more than **getting a good tan.** Why the sand is so hot on a sunny beach? Because it's been working on its own all day!
img_2_0339	demand to speak to the manager of the clouds.
img_2_0340	Trying to navigate a foggy morning feels like Scooby-Doo, knife in paw, trying to remember if he's hunting ghosts or just making a midnight snack.
img_2_0341	Survived the hailstorm, but my car now looks like it's trying to do the robot in a club.
img_2_0342	FEMA's 37-page application and a mandatory webinar.
img_2_0343	When life's a blizzard of chaos, all you can do is laugh and call it a feature.
img_2_0344	When the tsunami response team arrived just in time to see a car go for a swim... in solid ground.
img_2_0345	my lunch, my hat, and my modesty are all taking flight.
img_2_0346	Heatwave survival tip #1: Stay calm and find your inner fish.
img_2_0347	"""I don't think that's how you use a fan to cool off."""
img_2_0348	charged your phone to 100% instantly.
img_2_0349	my last six-pack of Cascade Club Beer.
img_2_0350	When the thunderstorm drama is more intense than trying to fold a fitted sheet.
img_2_0351	Flood rescue mission activated because apparently someone thought it was a good idea to build an igloo for their Hawaiian vacation.
img_2_0352	the desire to put my neighbor's sprinkler behind bars.
img_2_0353	if my DoorDash order is still on track.
img_2_0354	First snowball fight of the year and suddenly you're in the middle of a blizzard of friendly fire.
img_2_0355	a light drizzle of melancholy.
img_2_0356	your perfectly coiffed wig.
img_2_0357	Every shopping adventure starts with a list and ends with... wondering if these ears make my head look big.
img_2_0358	it’s actually just your CVS ExtraBucks coupon.
img_2_0359	"When you open your wallet at the store and remember you spent your last dollar on that ""lucky"" scratch-off ticket."
img_2_0360	'Just very curious of your headspace.'
img_2_0361	"""Standing in the checkout line when the card reader says declined and you're like *trying to mentally conjure the money*."""
img_2_0362	your secret second trimester.
img_2_0363	the designer label inside.
img_2_0364	wallet whisperer.
img_2_0365	Sifting through the clothing rack like you're on a mission to find the quietest shirt in the whole damn store.
img_2_0366	When you exit the fitting room and realize you have to **face the actual store lighting.**
img_2_0367	...will fill your stomach AND your social media feed.
img_2_0368	literal 'stonk' climbing its way to the moon.
img_2_0369	'trendy' hasn't already become 'tacky'.
img_2_0370	re-gift it to me next year.
img_2_0371	When you're supposed to be buying gifts but end up **only having eyes for Christmas** instead.
img_2_0372	the customer in front is having an epic showdown with the self-checkout machine. Oh, the drama!
img_2_0373	Bellabu Bear's struggle with spelling all along.
img_2_0374	a web3 project telling you to join their Discord.
img_2_0375	...an additional $30 off... your hopes of replicating the ad.
img_2_0376	Tangle Hard.
img_2_0377	Shopping anxiety is when you can’t decide between a fresh cup of coffee and the botanical garden mysteriously sprouting from your brewer.
img_2_0378	let the Rube Goldberg machine handle your outfit.
img_2_0379	My heart is ready to tumble for these deals!
img_2_0380	"your bag is trying to tell you it's experiencing an ""information overload."""
img_2_0381	Please hold while our customer service representative attempts to type your details without impaling the keyboard.
img_2_0382	Trying to avoid an aisle collision while carrying two overflowing pollen baskets.
img_2_0383	When you unbox a present and realize it's from **your diet.**
img_2_0384	When every shopping spree turns into a quest for the kind of thrill usually reserved for theme parks.
img_2_0385	the regular price.
img_2_0386	...get it, boss babe... on sale, of course!
img_2_0387	When the sale announcement hits and suddenly I'm **seeing red... and it's pointing me straight to savings!**
img_2_0388	the 'Layout of the Night' exhibit.
img_2_0389	...exactly why 'My Emotional Support Animal' is in your cart.
img_2_0390	My gift wrapping skills are so legendary that even Santa asks if I'm training for the competitive tearing event.
img_2_0391	Being a cashier means mastering the art of **subtly profiling everyone based on their groceries.**
img_2_0392	"the host yelled, ""Time for the bonus round!"""
img_2_0393	...Medicare just walked away from the bargaining table.
img_2_0394	Coupon clipping is my cardio because a free turkey makes my heart pound like a drumstick!
img_2_0395	Returning something at the counter is easy, except when the 'no receipt' policy forces a high-speed retreat.
img_2_0396	When you're window shopping and end up buying a new appreciation for clean glass.
img_2_0397	...like I'm already the biggest item in it.
img_2_0398	When the sale frenzy starts and everyone becomes wild... and starts doing the discount dance!
img_2_0399	wield Grandma's polka-dot teddy bear. Nobody expects a plush assault.
img_2_0400	your wallet.
img_2_0401	"""That feeling when a tax audit turns into 'We're under audit,' your favorite excuse."""
img_2_0402	"The moment you're in the deposition room and someone says, ""Do you have a credit card for the deposit?"""
img_2_0403	When you're in jury selection and realize you forgot to mention your preference for trial by combat.
img_2_0404	Discussing child custody and suddenly it turns into a game of Hot Potato.
img_2_0405	a chicken bone just confessed under the full pressure of the investigation.
img_2_0406	...are we just building a motion mountain?
img_2_0407	"When the courtroom sketch artist goes a little too creative and **the ""still life"" starts blinking back.**"
img_2_0408	...I swallowed a legal dictionary and confidently word-vomited onto the page.
img_2_0409	"The moment a property dispute turns into a comedy show because the judge keeps giggling and declaring, ""Relax, people, it's just property!"""
img_2_0410	"""When you ask for legal advice and the answer is just 'That seems about right.'"""
img_2_0411	Reviewing a case and suddenly remember you forgot to take your toast off before the video conference.
img_2_0412	The key witness just admitted his entire testimony was a dream he had last night. We are not going back.
img_2_0413	When you're presenting evidence and you realize you're going to need a pencil.
img_2_0414	The courtroom is tense, the arguing lawyers won't stop, and all I can do is think about how my wife could have easily been a senior partner.
img_2_0415	When you appeal in court and the lawyer uses a quote from **Robert F. Kennedy Jr., your case has officially lost all appeal.**
img_2_0416	how much you wish you could zone out like that kid.
img_2_0417	"the debate over a new crosswalk just turned into an ""I'm not here to make friends!"" showdown."
